Assay Type	IEDB Assay ID	Method/Technique	Measurement Of	Units	Tree View Name	Ontology ID	IEDB alternative term	RDFS Label	Textual Definition	Logical Axiom Count	Logical Note	Logical Definition Type	Parent	Technique	Input	Reagent	MHC Source	Biological Process	BCell Process Result	TCell Process Result	Output	Unit	has specified input some material entity plays role 'positive reference substance role'	Term Editor	Definition Source	Curator Comment	Curation Status	Comment	Synonyms				
BCell	45	surface plasmon resonance (SPR)	dissociation constant KD	nM	plasmon resonance (KD)	OBI:0001731	dissociation constant KD|surface plasmon resonance (SPR)|nM	surface plasmon resonance assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	A B cell epitope equilibrium dissociation constant (KD) determination assay that uses a surface plasmon resonance assay.	2		equivalent	assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	surface plasmon resonance binding assay								nanomolar		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				surface plasmon resonance, SPR, characterization of Ab binding, nM, dissociation constant				
BCell	277	quenching	association constant KA	1/nM	quenching	OBI:0001732	association constant KA|quenching|1/nM	quenching assay measuring the association constant [KA] of a B cell epitope:antibody complex	A B cell epitope equilibrium association constant (KA) determination assay that uses an antibody binding detection by fluorescence quenching assay.	2		equivalent	assay measuring the association constant [KA] of a B cell epitope:antibody complex	antibody binding detection by fluorescence quenching								count per nanomolar		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				fluorescence immuno assay, FIA, characterization of Ab binding, association constant, 1/nM, quenching				
BCell	243	calorimetry	association constant KA	1/nM	calorimetry	OBI:0001733	association constant KA|calorimetry|1/nM	calorimetry assay measuring the association constant [KA] of a B cell epitope:antibody complex	A B cell epitope equilibrium association constant (KA) determination assay that uses a calorimetric binding assay.	2		equivalent	assay measuring the association constant [KA] of a B cell epitope:antibody complex	calorimetric binding assay								count per nanomolar		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				calorimetric binding assay, characterization of Ab binding, 1/nM, calorimetry, association constant				
BCell	404	calorimetry	dissociation constant KD	nM	calorimetry	OBI:0001734	dissociation constant KD|calorimetry|nM	calorimetry assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	A B cell epitope equilibrium dissociation constant (KD) determination assay that uses a calorimetric binding assay.	2		equivalent	assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	calorimetric binding assay								nanomolar		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				calorimetric binding assay, characterization of Ab binding, nM, dissociation constant, calorimetry				
BCell	253	ELISA	association constant KA	1/nM	ELISA	OBI:0001735	association constant KA|ELISA|1/nM	ELISA measuring the association constant [KA] of a B cell epitope:antibody complex	A B cell epitope equilibrium association constant (KA) determination assay that uses an enzyme-linked immunosorbent assay.	2		equivalent	assay measuring the association constant [KA] of a B cell epitope:antibody complex	enzyme-linked immunosorbent assay								count per nanomolar		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, characterization of Ab binding, association constant, 1/nM				
BCell	244	radio immuno assay (RIA)	association constant KA	1/nM	RIA	OBI:0001736	association constant KA|radio immuno assay (RIA)|1/nM	RIA measuring the association constant [KA] of a B cell epitope:antibody complex	A B cell epitope equilibrium association constant (KA) determination assay that uses a radio immuno assay.	2		equivalent	assay measuring the association constant [KA] of a B cell epitope:antibody complex	radio immuno assay								count per nanomolar		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				radio immuno assay, RIA, characterization of Ab binding, association constant, 1/nM				
BCell	436	x-ray crystallography	3D structure	angstroms	crystallography	OBI:0001738	3D structure|x-ray crystallography|angstroms	X-ray crystallography assay determining the 3D structure of a B cell epitope:antibody complex	A B cell epitope 3D structure determination assay that uses an X-ray crystallography assay.	3		equivalent	3D structure determining assay of a 3D B cell epitope:antibody complex	X-ray crystallography assay							3D structural organization datum	angstrom		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				x-ray crystallography, characterization of Ab binding, angstroms, xray, x ray				
BCell	263	surface plasmon resonance (SPR)	off rate	1/s	plasmon resonance	OBI:0001739	off rate|surface plasmon resonance (SPR)|1/s	surface plasmon resonance assay measuring the off rate [koff] of a B cell epitope:antibody complex	A B cell epitope binding off rate measurement (koff) determination assay that uses a surface plasmon resonance assay.	2		equivalent	assay measuring the off rate [koff] of a B cell epitope:antibody complex	surface plasmon resonance binding assay								hertz		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				surface plasmon resonance, SPR, characterization of Ab binding, kd, s^-1				
BCell	330	quenching	off rate	1/s	quenching	OBI:0001740	off rate|quenching|1/s	quenching assay measuring the off rate [koff] of a B cell epitope:antibody complex	A B cell epitope binding off rate measurement (koff) determination assay that uses an antibody binding detection by fluorescence quenching assay.	2		equivalent	assay measuring the off rate [koff] of a B cell epitope:antibody complex	antibody binding detection by fluorescence quenching								hertz		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				fluorescence immuno assay, FIA, characterization of Ab binding, kd, s^-1, quenching				
BCell	262	surface plasmon resonance (SPR)	on rate	M^-1s^-1	plasmon resonance	OBI:0001741	on rate|surface plasmon resonance (SPR)|M^-1s^-1	surface plasmon resonance assay measuring the on rate [kon] of a B cell epitope:antibody complex	A B cell epitope on rate measurement (kon) determination assay that uses a surface plasmon resonance assay.	2		equivalent	assay measuring the on rate [kon] of a B cell epitope:antibody complex	surface plasmon resonance binding assay								count per molar second		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				surface plasmon resonance, SPR, characterization of Ab binding, ka, M^-1 s^-1				
BCell	329	quenching	on rate	M^-1s^-1	quenching	OBI:0001742	on rate|quenching|M^-1s^-1	quenching assay measuring the on rate [kon] of a B cell epitope:antibody complex	A B cell epitope on rate measurement (kon) determination assay that uses an antibody binding detection by fluorescence quenching assay.	2		equivalent	assay measuring the on rate [kon] of a B cell epitope:antibody complex	antibody binding detection by fluorescence quenching								count per molar second		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				fluorescence immuno assay, FIA, characterization of Ab binding, ka, M^-1 s^-1, quenching				
TCell	474	RNA/DNA detection	IL-1b release		RNA/DNA	OBI:0001743	IL-1b release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-1 beta production by T cells	An assay of epitope specific interleukin-1 beta production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-1 beta production by T cells	detection of specific nucleic acid polymers with complementary probes										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				RNA detection, DNA detection, cytokine release, PCR, RT-PCR				
TCell	478	ICS	IL-1a release		ICS	OBI:0001744	IL-1a release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-1 alpha production by T cells	An assay of epitope specific interleukin-1 alpha production by T cells that uses an intracellular cytokine staining assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-1 alpha production by T cells	flow cytometry assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				intracellular cytokine staining , ICS, cytokine release				
TCell	479	ELISPOT	IL-1a release		ELISPOT	OBI:0001745	IL-1a release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-1 alpha production by T cells	An assay of epitope specific interleukin-1 alpha production by T cells that uses an ELISPOT assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-1 alpha production by T cells	enzyme-linked immunospot assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISPOT, cytokine release				
TCell	477	RNA/DNA detection	IL-1a release		RNA/DNA	OBI:0001746	IL-1a release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-1 alpha production by T cells	An assay of epitope specific interleukin-1 alpha production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-1 alpha production by T cells	detection of specific nucleic acid polymers with complementary probes										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				RNA detection, DNA detection, cytokine release, PCR, RT-PCR				
TCell	480	cytometric bead array	IL-1a release		bead array	OBI:0001747	IL-1a release|cytometric bead array	cytometric bead array assay measuring epitope specific interleukin-1 alpha production by T cells	An assay of epitope specific interleukin-1 alpha production by T cells that uses a cytometric bead array assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-1 alpha production by T cells	cytometric bead array assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				cytometric bead array, cytokine release,CBA				
TCell	499	ELISPOT	IFNb release		ELISPOT	OBI:0001748	IFNb release|ELISPOT	ELISPOT assay measuring epitope specific interferon-beta production by T cells	An assay of epitope specific interferon-beta production by T cells that uses an ELISPOT assay.	1		equivalent	biological activity assay measuring epitope specific interferon-beta production by T cells	enzyme-linked immunospot assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISPOT, cytokine release				
