Accession	IEDB Disease ID	Disease Name																								
DOID:8083	2564	classic congenital mesoblastic nephroma																								
DOID:4242	2565	kidney sarcoma																								
DOID:5983	2566	kidney osteogenic sarcoma																								
DOID:5178	2567	metachronous kidney Wilms' tumor																								
DOID:4451	2568	renal carcinoma																								
DOID:6606	2569	eosinophilic variant of chromophobe renal cell carcinoma																								
DOID:4939	2570	ureter carcinoma																								
DOID:736	2571	male urethral cancer																								
DOID:1725	2572	peritoneum cancer																								
DOID:3742	2573	bladder squamous cell carcinoma																								
DOID:6477	2574	invasive bladder transitional cell carcinoma																								
DOID:7967	2575	lipid-cell variant infiltrating bladder urothelial carcinoma																								
DOID:11811	2576	urinary bladder posterior wall cancer																								
DOID:6198	2577	corneal intraepithelial neoplasm																								
DOID:4943	2578	adenocarcinoma in situ																								
DOID:9087	2579	anal carcinoma in situ																								
DOID:9138	2580	stomach carcinoma in situ																								
DOID:8009	2581	penis mixed squamous cell carcinoma																								
DOID:3252	2582	prostate rhabdomyosarcoma																								
DOID:14545	2583	seminal vesicle adenocarcinoma																								
DOID:13169	2584	spermatic cord cancer																								
DOID:8362	2585	enteric pattern testicular yolk sac tumor																								
DOID:8193	2586	papillary pattern testicular yolk sac tumor																								
DOID:7435	2587	polyvesicular vitelline pattern testicular yolk sac tumor																								
DOID:8358	2588	pseudoglandular variant testicular seminoma																								
DOID:12341	2589	retroperitoneal sarcoma																								
DOID:4024	2590	scirrhous adenocarcinoma																								
DOID:0080525	2591	differentiated thyroid gland carcinoma																								
DOID:4917	2592	villous adenocarcinoma																								
DOID:3304	2593	germinoma																								
DOID:4440	2594	seminoma																								
DOID:0050929	2595	mucosal melanoma																								
DOID:2996	2596	mixed germ cell-sex cord neoplasm																								
DOID:4903	2597	granular cell carcinoma																								
DOID:4512	2598	conventional angiosarcoma																								
DOID:3113	2599	papillary carcinoma																								
DOID:5719	2600	adrenal medulla cancer																								
DOID:5396	2601	prolactin producing pituitary tumor																								
DOID:169	2602	neuroendocrine tumor																								
DOID:6276	2603	malignant ACTH producing neoplasm of pituitary gland																								
DOID:0050685	2604	small cell carcinoma																								
DOID:3973	2605	thyroid gland medullary carcinoma																								
DOID:4687	2606	thyroid gland mucoepidermoid carcinoma																								
DOID:4015	2607	spindle cell carcinoma																								
DOID:1896	2608	sigmoid neoplasm																								
DOID:6285	2609	heart lipoma																								
DOID:492	2610	acquired hemangioma																								
DOID:5766	2611	pulmonary sclerosing hemangioma																								
DOID:663	2612	scrotal angioma																								
DOID:471	2613	skin hemangioma																								
DOID:5948	2614	angiokeratoma of mibelli																								
DOID:7697	2615	pancreatic ACTH hormone producing tumor																								
DOID:4433	2616	pancreatic delta cell neoplasm																								
DOID:5580	2617	pancreatic gastrinoma																								
DOID:6827	2618	pancreatic solid pseudopapillary carcinoma																								
DOID:3443	2619	mammary Paget's disease																								
DOID:4877	2620	breast adenoid cystic carcinoma																								
DOID:0050938	2621	breast lobular carcinoma																								
DOID:4680	2622	breast metaplastic carcinoma																								
DOID:5592	2623	breast papillary carcinoma																								
DOID:0060548	2624	luminal breast carcinoma																								
DOID:3011	2625	breast granular cell tumor																								
DOID:5826	2626	breast lymphoma																								
DOID:1642	2627	breast adenomyoepithelioma																								
DOID:3017	2628	breast sarcoma																								
DOID:5285	2629	breast leiomyosarcoma																								
DOID:0060081	2630	triple-receptor negative breast cancer																								
DOID:5527	2631	ampulla of Vater squamous cell carcinoma																								
DOID:0050926	2632	jejunal adenocarcinoma																								
DOID:8602	2633	gum cancer																								
DOID:8601	2634	upper gum cancer																								
DOID:8564	2635	lip cancer																								
DOID:8630	2636	upper lip cancer																								
DOID:8930	2637	retromolar area cancer																								
DOID:4866	2638	salivary gland adenoid cystic carcinoma																								
DOID:9173	2639	submandibular gland cancer																								
DOID:8578	2640	soft palate cancer																								
DOID:4901	2641	peritoneal serous adenocarcinoma																								
DOID:0050920	2642	tonsil squamous cell carcinoma																								
DOID:8102	2643	fetal adenoma																								
DOID:0050625	2644	biliary tract benign neoplasm																								
DOID:7503	2645	extrahepatic bile duct papillary adenoma																								
DOID:0080640	2646	gallbladder benign neoplasm																								
DOID:10201	2647	gallbladder lipoma																								
DOID:7235	2648	pancreatic mucinous cystadenoma																								
DOID:7851	2649	pancreatic intraductal papillary-mucinous adenoma																								
DOID:452	2650	pleomorphic adenoma																								
DOID:7532	2651	squamous papillomatosis																								
DOID:3748	2652	esophagus squamous cell carcinoma																								
DOID:4686	2653	mucoepidermoid esophageal carcinoma																								
DOID:5040	2654	malignant granular cell esophageal tumor																								
DOID:903	2655	gastrointestinal lymphoma																								
DOID:9253	2656	gastrointestinal stromal tumor																								
DOID:4606	2657	bile duct cancer																								
DOID:5624	2658	adenosquamous bile duct carcinoma																								
DOID:10020	2659	ampulla of Vater cancer																								
DOID:4947	2660	cholangiocarcinoma																								
DOID:7733	2661	signet ring cell intrahepatic cholangiocarcinoma																								
DOID:4682	2662	extrahepatic bile duct carcinoma																								
DOID:3495	2663	extrahepatic bile duct adenocarcinoma																								
DOID:4064	2664	bile duct sarcoma																								
DOID:3121	2665	gallbladder cancer																								
DOID:3499	2666	gallbladder signet ring cell adenocarcinoma																								
DOID:6998	2667	gallbladder mucinous carcinoma																								
DOID:5535	2668	gallbladder squamous cell carcinoma																								
DOID:8135	2669	gallbladder lymphoma																								
DOID:12298	2670	intrahepatic gall duct cancer																								
DOID:0070322	2671	pediatric hepatocellular carcinoma																								
DOID:270	2672	liver sarcoma																								
